iter	Logloss	Accuracy
142	0.0009770592512	0.9998314646
143	0.0009698800174	0.9998314646
144	0.0009678073284	0.9998314646
145	0.0009657900968	0.9998361462
146	0.0009639158034	0.9998361462
147	0.0009623529742	0.9998361462
148	0.0009591165562	0.9998361462
149	0.0009547350353	0.9998361462
150	0.0009530453465	0.9998361462
151	0.0009498190091	0.9998361462
152	0.0009483106829	0.9998361462
153	0.0009467464509	0.9998361462
154	0.0009453498492	0.9998361462
155	0.0009434955869	0.9998361462
156	0.0009397933453	0.9998361462
157	0.0009355963427	0.9998361462
158	0.0009310256633	0.9998408277
159	0.00092520925	0.9998361462
160	0.0009199725773	0.9998408277
161	0.0009173555375	0.9998408277
162	0.0009136772262	0.9998408277
163	0.0009079231701	0.9998408277
164	0.0008970733047	0.9998455092
165	0.0008899401063	0.9998455092
166	0.0008862879461	0.9998455092
167	0.000882256235	0.9998501908
168	0.0008790793237	0.9998501908
169	0.0008766879251	0.9998501908
170	0.0008754093889	0.9998501908
171	0.0008719587314	0.9998501908
172	0.0008708282803	0.9998501908
173	0.0008673434116	0.9998501908
174	0.0008633073014	0.9998548723
175	0.0008606415463	0.9998548723
176	0.0008574473353	0.9998548723
177	0.0008547500807	0.9998548723
178	0.0008519334502	0.9998548723
179	0.0008458615411	0.9998548723
180	0.0008452887223	0.9998548723
181	0.0008426653116	0.9998548723
182	0.0008408066722	0.9998548723
183	0.0008384398753	0.9998595538
184	0.0008361889477	0.9998595538
185	0.0008330103019	0.9998595538
186	0.0008302298763	0.9998595538
187	0.0008269769189	0.9998595538
188	0.0008260319996	0.9998595538
189	0.0008239361154	0.9998595538
190	0.000821959115	0.9998595538
191	0.0008195115744	0.9998595538
192	0.0008164955381	0.9998595538
193	0.0008107237259	0.9998595538
194	0.0008099021094	0.9998595538
195	0.0008080991384	0.9998595538
196	0.0008050979112	0.9998595538
197	0.0008032081089	0.9998595538
198	0.0008009463814	0.9998595538
199	0.0007989461771	0.9998595538
200	0.0007987400087	0.9998595538
201	0.0007964762296	0.9998595538
202	0.0007948444322	0.9998595538
203	0.0007926463719	0.9998595538
204	0.0007874167307	0.9998595538
205	0.0007840433632	0.9998595538
206	0.0007791758116	0.9998642354
207	0.0007753644844	0.9998642354
208	0.0007734004777	0.9998642354
209	0.0007688873086	0.9998595538
210	0.0007662444865	0.9998642354
211	0.0007611150309	0.9998642354
212	0.0007589856841	0.9998642354
213	0.0007555810371	0.9998642354
214	0.0007532387501	0.9998642354
215	0.0007524454619	0.9998642354
216	0.0007471081122	0.9998689169
217	0.0007454808342	0.9998689169
218	0.0007431858774	0.9998689169
219	0.0007416067125	0.9998689169
220	0.0007403570574	0.9998642354
221	0.0007392011188	0.9998642354
222	0.000736270998	0.9998689169
223	0.0007358664995	0.9998642354
224	0.0007337911609	0.9998642354
225	0.0007319281061	0.9998642354
226	0.0007297171942	0.9998642354
227	0.0007151724637	0.9998642354
228	0.0007098215271	0.9998689169
229	0.0007082843564	0.9998689169
230	0.0007060275343	0.9998689169
231	0.0007043869205	0.9998689169
232	0.0006985972819	0.9998689169
233	0.0006969500958	0.9998642354
234	0.0006951072074	0.9998642354
235	0.0006935678291	0.9998642354
236	0.0006915556517	0.9998642354
237	0.0006878852447	0.9998642354
238	0.000683824069	0.9998642354
239	0.0006826532749	0.9998642354
240	0.0006812767759	0.9998642354
241	0.0006787645044	0.9998642354
242	0.00067756999	0.9998642354
243	0.0006760210571	0.9998642354
244	0.000675029281	0.9998642354
245	0.0006744624543	0.9998642354
246	0.0006698471273	0.9998642354
247	0.0006683200347	0.9998642354
248	0.000665815361	0.9998642354
249	0.0006629857095	0.9998689169
250	0.0006618739354	0.9998689169
251	0.00066071591	0.9998689169
252	0.0006597193779	0.9998689169
253	0.0006562286641	0.9998689169
254	0.0006549311796	0.9998689169
255	0.0006513678914	0.9998735985
256	0.0006425599605	0.9998735985
257	0.0006400564122	0.9998735985
258	0.0006380182715	0.9998735985
259	0.0006369532581	0.9998735985
260	0.0006350736862	0.9998735985
261	0.000633895573	0.9998735985
262	0.0006324846832	0.9998735985
263	0.0006259194364	0.9998735985
264	0.0006209700814	0.9998735985
265	0.0006201010093	0.9998735985
266	0.0006140696628	0.9998689169
267	0.0006129743257	0.9998735985
268	0.0006112842615	0.9998735985
269	0.0006095680942	0.9998735985
270	0.0006086966346	0.9998735985
271	0.0006051793597	0.9998735985
272	0.0006015174369	0.9998735985
273	0.000600556722	0.9998735985
274	0.0005986226837	0.9998735985
275	0.0005969446649	0.9998735985
276	0.0005942146432	0.99987828
277	0.0005919640188	0.99987828
278	0.0005897762502	0.9998735985
279	0.0005856982123	0.9998735985
280	0.0005833383925	0.9998735985
281	0.0005797774929	0.9998735985
282	0.0005763878289	0.99987828
283	0.0005758265372	0.99987828
284	0.0005729771579	0.99987828
285	0.0005722022113	0.99987828
286	0.0005690765934	0.99987828
287	0.0005677721656	0.9998829615
288	0.0005675703857	0.9998829615
289	0.0005666807418	0.9998829615
290	0.0005657060526	0.9998829615
291	0.0005609685005	0.9998829615
292	0.0005572342837	0.9998829615
293	0.0005555867843	0.9998829615
294	0.0005540869476	0.9998829615
295	0.0005509660879	0.9998829615
296	0.0005472143786	0.9998829615
297	0.0005464709752	0.9998829615
298	0.0005430380327	0.9998829615
299	0.0005396544219	0.9998829615
300	0.0005391811429	0.9998829615
301	0.000538294555	0.9998829615
302	0.0005324097011	0.9998876431
303	0.0005300521799	0.9998876431
304	0.0005270315443	0.9998876431
305	0.0005243796978	0.9998876431
306	0.0005228986225	0.9998923246
307	0.0005209994144	0.9998923246
308	0.0005186247754	0.9998923246
309	0.0005171586873	0.9998923246
310	0.0005158661877	0.9998970062
311	0.0005114694218	0.9998970062
312	0.0005090266753	0.9998970062
313	0.0005071552836	0.9998970062
314	0.00050391143	0.9998970062
315	0.0005020490967	0.9998970062
316	0.0004990249922	0.9999016877
317	0.0004969642097	0.9999016877
318	0.0004954655938	0.9999016877
319	0.0004926307715	0.9999016877
320	0.0004880731301	0.9999016877
321	0.0004863716914	0.9999016877
322	0.0004852045532	0.9999016877
323	0.0004826167113	0.9999016877
324	0.0004816549709	0.9999016877
325	0.0004801413443	0.9999016877
326	0.0004790777187	0.9999016877
327	0.0004781815301	0.9999016877
328	0.0004742103188	0.9999016877
329	0.000473346974	0.9999016877
330	0.0004713163945	0.9999016877
331	0.0004684470733	0.9999016877
332	0.0004657723877	0.9999016877
333	0.0004613461004	0.9999063692
334	0.0004606100225	0.9999063692
335	0.0004590082269	0.9999063692
336	0.0004575513179	0.9999063692
337	0.0004561137236	0.9999110508
338	0.0004545857566	0.9999110508
339	0.000452419911	0.9999110508
340	0.0004486298597	0.9999110508
341	0.0004470687115	0.9999110508
342	0.0004467858542	0.9999110508
343	0.0004428621844	0.9999110508
344	0.0004415865236	0.9999110508
345	0.0004404360253	0.9999110508
346	0.0004395011541	0.9999157323
347	0.0004369098941	0.9999157323
348	0.0004351139673	0.9999204138
349	0.0004339326768	0.9999204138
350	0.0004312385647	0.9999204138
351	0.0004284146363	0.9999204138
352	0.0004260827648	0.9999250954
353	0.00042313253	0.9999250954
354	0.0004228552029	0.9999250954
355	0.0004207105529	0.9999250954
356	0.0004183836908	0.9999250954
357	0.0004172192646	0.9999250954
358	0.0004158111692	0.9999250954
359	0.0004138204813	0.9999250954
360	0.0004116939405	0.9999250954
361	0.0004092466721	0.9999250954
362	0.0004071381428	0.9999250954
363	0.000403883978	0.9999250954
364	0.0004020720206	0.9999204138
365	0.0004009479469	0.9999204138
366	0.0003977902624	0.9999204138
367	0.0003950188898	0.9999204138
368	0.0003925047001	0.9999250954
369	0.0003916503754	0.9999250954
370	0.0003910988259	0.9999250954
371	0.0003891752484	0.9999250954
372	0.0003868727155	0.9999250954
373	0.0003853455178	0.9999250954
374	0.0003840667282	0.9999250954
375	0.0003827187753	0.9999250954
376	0.0003804483009	0.9999250954
377	0.0003793624602	0.9999250954
378	0.0003782293757	0.9999250954
379	0.0003778157529	0.9999250954
380	0.000376078951	0.9999250954
381	0.000374046706	0.9999250954
382	0.0003721979379	0.9999250954
383	0.0003703475009	0.9999250954
384	0.000369158283	0.9999297769
385	0.0003669248237	0.9999297769
386	0.0003653876524	0.9999297769
387	0.0003636582473	0.9999297769
388	0.0003618295684	0.9999344585
389	0.0003604686862	0.9999297769
390	0.000358792215	0.99993914
391	0.0003565710767	0.99993914
392	0.0003557275336	0.9999344585
393	0.0003548904799	0.9999344585
394	0.0003530022944	0.99993914
395	0.0003518208976	0.99993914
396	0.0003514583574	0.99993914
397	0.0003497114963	0.99993914
398	0.0003489668181	0.99993914
399	0.000344386609	0.99993914
400	0.0003417417664	0.99993914
401	0.0003386985338	0.99993914
402	0.0003367755847	0.99993914
403	0.0003340671209	0.99993914
404	0.0003323970544	0.99993914
405	0.000330475191	0.99993914
406	0.0003284266244	0.99993914
407	0.0003267211613	0.99993914
408	0.0003263836383	0.99993914
409	0.0003259946864	0.99993914
410	0.0003234755015	0.99993914
411	0.0003208413712	0.99993914
412	0.0003199611703	0.99993914
413	0.0003175323325	0.99993914
414	0.0003166978533	0.99993914
415	0.0003162585413	0.99993914
416	0.0003159165846	0.99993914
417	0.0003157457505	0.99993914
418	0.0003154958339	0.99993914
419	0.0003142758521	0.99993914
420	0.0003140760216	0.99993914
421	0.0003115330238	0.9999438215
422	0.0003113576733	0.9999438215
423	0.0003096452382	0.9999438215
424	0.0003073719887	0.9999438215
425	0.0003070978378	0.9999438215
426	0.0003052372386	0.9999438215
427	0.0003050712757	0.9999438215
428	0.0003033013427	0.9999438215
429	0.0003002216955	0.99993914
430	0.0002993818605	0.99993914
431	0.0002976294726	0.99993914
432	0.0002958702319	0.9999438215
433	0.0002943533074	0.9999438215
434	0.0002933108587	0.9999438215
435	0.0002924573255	0.9999438215
436	0.0002909347111	0.9999438215
437	0.000290443692	0.9999438215
438	0.000290218796	0.9999438215
439	0.000288081166	0.9999438215
440	0.0002869554659	0.9999438215
441	0.0002848391309	0.9999438215
442	0.0002836143784	0.9999438215
443	0.0002816674741	0.9999438215
444	0.0002813814744	0.9999438215
445	0.0002809931726	0.9999438215
446	0.0002795398482	0.9999438215
447	0.0002785294949	0.9999438215
448	0.0002765623008	0.9999438215
449	0.0002735588445	0.9999438215
450	0.0002722158905	0.9999438215
451	0.0002700523203	0.9999438215
452	0.0002697361065	0.9999438215
453	0.0002683948423	0.9999438215
454	0.000266938023	0.9999438215
455	0.0002663029647	0.9999438215
456	0.0002650443518	0.9999438215
457	0.0002647895047	0.9999438215
458	0.0002632310276	0.9999438215
459	0.0002612823046	0.9999438215
460	0.0002606493136	0.9999438215
461	0.0002568189187	0.9999438215
462	0.0002559614906	0.9999438215
463	0.0002552652205	0.9999438215
464	0.0002540454153	0.9999438215
465	0.0002520957367	0.9999438215
466	0.0002518281929	0.9999438215
467	0.0002516885319	0.9999438215
468	0.0002498734968	0.9999438215
469	0.0002493728883	0.9999438215
470	0.0002482785679	0.9999438215
471	0.0002465072677	0.9999438215
472	0.0002453079126	0.9999438215
473	0.0002445584126	0.9999438215
474	0.0002423566666	0.9999485031
475	0.0002418674587	0.9999531846
476	0.0002408762503	0.9999485031
477	0.0002391382672	0.9999485031
478	0.0002364033537	0.9999485031
479	0.0002355322302	0.9999485031
480	0.0002342519192	0.9999485031
481	0.0002333586313	0.9999531846
482	0.000233237057	0.9999531846
483	0.0002316605623	0.9999531846
484	0.0002301822113	0.9999531846
485	0.0002300712273	0.9999531846
486	0.0002287241725	0.9999531846
487	0.0002253346945	0.9999531846
488	0.0002251779454	0.9999531846
489	0.0002249233042	0.9999531846
490	0.0002239323656	0.9999531846
491	0.0002236788991	0.9999531846
492	0.0002232356509	0.9999531846
493	0.0002213909921	0.9999531846
494	0.0002195627032	0.9999531846
495	0.0002192034435	0.9999578662
496	0.0002185006974	0.9999578662
497	0.0002178512197	0.9999578662
498	0.0002167785242	0.9999578662
499	0.0002151673295	0.9999578662
500	0.0002146953924	0.9999578662
501	0.0002127888502	0.9999578662
502	0.0002120980294	0.9999578662
503	0.0002107765529	0.9999578662
504	0.0002090810914	0.9999578662
505	0.0002065502859	0.9999578662
506	0.0002051731127	0.9999578662
507	0.0002051045196	0.9999578662
508	0.0002035719178	0.9999578662
509	0.0002026592064	0.9999625477
510	0.000201391848	0.9999625477
511	0.000200757786	0.9999625477
512	0.0002006689855	0.9999625477
513	0.0001996383304	0.9999625477
514	0.0001986927646	0.9999625477
515	0.0001963199085	0.9999625477
516	0.0001952598062	0.9999625477
517	0.0001950130955	0.9999625477
518	0.0001940345791	0.9999625477
519	0.0001924146831	0.9999625477
520	0.0001913907497	0.9999672292
521	0.0001907255363	0.9999672292
522	0.00018917894	0.9999672292
523	0.0001887665518	0.9999672292
524	0.0001880215622	0.9999672292
525	0.0001864360027	0.9999672292
526	0.0001862823972	0.9999672292
527	0.0001859353428	0.9999672292
528	0.0001851075684	0.9999672292
529	0.0001839244266	0.9999672292
530	0.0001836229874	0.9999672292
531	0.0001835306692	0.9999672292
532	0.0001824792132	0.9999672292
533	0.0001815327827	0.9999672292
534	0.000180717373	0.9999672292
535	0.000180530826	0.9999672292
536	0.000179850118	0.9999672292
537	0.0001794804582	0.9999672292
538	0.0001789016382	0.9999672292
539	0.0001785988896	0.9999672292
540	0.0001778552791	0.9999672292
541	0.0001777678136	0.9999672292
542	0.0001765030081	0.9999672292
543	0.0001762086359	0.9999672292
544	0.0001759052811	0.9999672292
545	0.0001754144225	0.9999672292
546	0.0001743597466	0.9999672292
547	0.0001735522373	0.9999672292
548	0.0001735213997	0.9999672292
549	0.0001727675129	0.9999672292
550	0.0001723319889	0.9999672292
551	0.0001718842908	0.9999672292
552	0.0001717709355	0.9999672292
553	0.0001716484502	0.9999672292
554	0.0001707448993	0.9999672292
555	0.0001702749024	0.9999672292
556	0.0001695390429	0.9999672292
557	0.0001691071546	0.9999672292
558	0.0001688125087	0.9999672292
559	0.0001684694351	0.9999672292
560	0.0001674925892	0.9999672292
561	0.0001673853647	0.9999672292
562	0.0001671401316	0.9999672292
563	0.0001667037966	0.9999672292
564	0.0001659415563	0.9999672292
565	0.0001659121624	0.9999672292
566	0.0001648551826	0.9999672292
567	0.0001646979219	0.9999672292
568	0.0001640721944	0.9999672292
569	0.0001634363459	0.9999672292
570	0.0001628073603	0.9999672292
571	0.0001621231151	0.9999719108
572	0.0001620173789	0.9999719108
573	0.000161227627	0.9999719108
574	0.0001611410755	0.9999719108
575	0.0001604681133	0.9999719108
576	0.000160023252	0.9999765923
577	0.0001598721696	0.9999765923
578	0.0001593544167	0.9999765923
579	0.0001587974884	0.9999765923
580	0.0001587159473	0.9999765923
581	0.0001578052621	0.9999765923
582	0.0001576619792	0.9999765923
583	0.0001573361785	0.9999765923
584	0.0001570700859	0.9999765923
585	0.0001564235053	0.9999765923
586	0.0001561823581	0.9999765923
587	0.0001553120755	0.9999765923
588	0.0001541772828	0.9999765923
589	0.0001539764387	0.9999765923
590	0.0001532479786	0.9999765923
591	0.0001528929738	0.9999765923
592	0.0001528169269	0.9999765923
593	0.0001517053104	0.9999765923
594	0.0001509343104	0.9999765923
595	0.000150699614	0.9999765923
596	0.0001503176515	0.9999765923
597	0.0001500293007	0.9999765923
598	0.0001497659497	0.9999765923
599	0.0001494295617	0.9999765923
600	0.0001482399576	0.9999765923
601	0.0001471708914	0.9999765923
602	0.0001465937175	0.9999765923
603	0.0001464810757	0.9999765923
604	0.0001450619512	0.9999765923
605	0.0001447412442	0.9999765923
606	0.0001440429623	0.9999765923
607	0.0001435865851	0.9999765923
608	0.0001432488913	0.9999765923
609	0.0001428050137	0.9999765923
610	0.0001416219101	0.9999765923
611	0.0001412773155	0.9999765923
612	0.0001411885464	0.9999765923
613	0.0001406331613	0.9999812738
614	0.0001404207806	0.9999812738
615	0.0001399373767	0.9999812738
616	0.0001398232868	0.9999812738
617	0.000139481838	0.9999812738
618	0.0001392138228	0.9999812738
619	0.0001387849823	0.9999812738
620	0.0001385482253	0.9999812738
621	0.0001377864588	0.9999812738
622	0.0001374034765	0.9999812738
623	0.0001371643915	0.9999812738
624	0.0001371060688	0.9999812738
625	0.000135667837	0.9999812738
626	0.0001353301698	0.9999812738
627	0.0001349125904	0.9999812738
628	0.0001347812273	0.9999812738
629	0.0001344570662	0.9999812738
630	0.0001343344504	0.9999812738
631	0.0001334447426	0.9999812738
632	0.0001329209595	0.9999812738
633	0.0001323120913	0.9999812738
634	0.0001320940774	0.9999812738
635	0.0001318881758	0.9999812738
636	0.0001317867564	0.9999812738
637	0.0001315074665	0.9999812738
638	0.0001313799228	0.9999812738
639	0.0001299666512	0.9999812738
640	0.0001295827451	0.9999812738
641	0.0001294667889	0.9999812738
642	0.0001290334059	0.9999812738
643	0.0001284067614	0.9999812738
644	0.0001279321865	0.9999812738
645	0.0001278472251	0.9999812738
646	0.0001273213516	0.9999812738
647	0.0001266428371	0.9999812738
648	0.0001255487487	0.9999812738
649	0.0001253137702	0.9999812738
650	0.0001252476148	0.9999812738
651	0.0001247561037	0.9999812738
652	0.0001246924158	0.9999812738
653	0.000124231435	0.9999812738
654	0.000123839662	0.9999812738
655	0.0001233736894	0.9999812738
656	0.0001230187658	0.9999812738
657	0.000122299148	0.9999812738
658	0.000122223521	0.9999812738
659	0.0001221280728	0.9999812738
660	0.0001217325786	0.9999812738
661	0.0001215295244	0.9999812738
662	0.0001213311656	0.9999812738
663	0.0001210978941	0.9999812738
664	0.0001210465716	0.9999812738
665	0.0001207108089	0.9999812738
666	0.0001203012891	0.9999812738
667	0.0001200890733	0.9999812738
668	0.0001197621545	0.9999812738
669	0.0001196648896	0.9999812738
670	0.0001193971483	0.9999812738
671	0.0001187252532	0.9999812738
672	0.000118336966	0.9999812738
673	0.0001178659939	0.9999812738
674	0.0001177609387	0.9999812738
675	0.000117419676	0.9999812738
676	0.0001170465396	0.9999812738
677	0.0001166813971	0.9999812738
678	0.0001166079001	0.9999812738
679	0.0001160373376	0.9999812738
680	0.0001158634435	0.9999812738
681	0.0001155413076	0.9999812738
682	0.0001154940149	0.9999812738
683	0.0001150503267	0.9999859554
684	0.0001148952976	0.9999859554
685	0.0001148101379	0.9999859554
686	0.0001147343364	0.9999859554
687	0.0001141092414	0.9999859554
688	0.0001139446297	0.9999859554
689	0.000113551986	0.9999859554
690	0.0001132779349	0.9999859554
691	0.0001132091634	0.9999859554
692	0.000112964984	0.9999859554
693	0.0001129010429	0.9999859554
694	0.0001126113205	0.9999859554
695	0.0001125652524	0.9999859554
696	0.0001125303176	0.9999859554
697	0.0001119790551	0.9999859554
698	0.0001117396531	0.9999859554
699	0.0001116701871	0.9999859554
700	0.0001108655592	0.9999859554
701	0.0001106139617	0.9999859554
702	0.0001100604887	0.9999859554
703	0.00010956485	0.9999859554
704	0.0001094484451	0.9999859554
705	0.0001092312458	0.9999859554
706	0.0001091341195	0.9999859554
707	0.0001089254577	0.9999859554
708	0.000108680035	0.9999859554
709	0.0001084704261	0.9999859554
710	0.0001083569372	0.9999859554
711	0.0001083169103	0.9999859554
712	0.0001079270022	0.9999859554
713	0.0001077432597	0.9999859554
714	0.0001074669293	0.9999859554
715	0.0001073992012	0.9999859554
716	0.0001068259528	0.9999859554
717	0.000106602213	0.9999859554
718	0.0001062602553	0.9999859554
719	0.0001061324909	0.9999859554
720	0.0001058994384	0.9999859554
721	0.0001054523056	0.9999859554
722	0.0001051231056	0.9999859554
723	0.0001046509382	0.9999906369
724	0.0001042349779	0.9999906369
725	0.0001042026531	0.9999906369
726	0.0001040078395	0.9999906369
727	0.0001035981087	0.9999953185
728	0.0001032660462	0.9999953185
729	0.0001023992962	0.9999953185
730	0.0001023027393	0.9999953185
731	0.0001021376309	0.9999953185
732	0.0001017998226	0.9999953185
733	0.0001014817044	0.9999953185
734	0.0001011494729	0.9999953185
735	0.0001010049245	0.9999953185
736	0.0001007647411	0.9999953185
737	0.000100713706	0.9999953185
738	0.0001005397106	0.9999953185
739	9.963461738e-05	0.9999953185
740	9.926556552e-05	0.9999953185
741	9.917749936e-05	0.9999953185
742	9.913773688e-05	0.9999953185
743	9.908408968e-05	0.9999953185
744	9.890740246e-05	0.9999953185
745	9.817672456e-05	0.9999953185
746	9.781361259e-05	0.9999953185
747	9.778318099e-05	0.9999953185
748	9.760605238e-05	0.9999953185
749	9.712314518e-05	0.9999953185
750	9.712291854e-05	0.9999953185
751	9.689504594e-05	0.9999953185
752	9.670588907e-05	0.9999953185
753	9.651789827e-05	0.9999953185
754	9.620459316e-05	0.9999953185
755	9.61765206e-05	0.9999953185
756	9.61372211e-05	0.9999953185
757	9.605378764e-05	0.9999953185
758	9.599452209e-05	0.9999953185
759	9.594683494e-05	0.9999953185
760	9.5738697e-05	0.9999953185
761	9.572838581e-05	0.9999953185
762	9.560048469e-05	0.9999953185
763	9.549435986e-05	0.9999953185
764	9.541809024e-05	0.9999953185
765	9.538763313e-05	0.9999953185
766	9.525659277e-05	0.9999953185
767	9.518476508e-05	0.9999953185
768	9.50740213e-05	0.9999953185
769	9.465638026e-05	1
770	9.452094629e-05	1
771	9.448646146e-05	1
772	9.43829305e-05	1
773	9.433720173e-05	1
774	9.419893062e-05	1
775	9.416525281e-05	1
776	9.409682682e-05	1
777	9.396533715e-05	1
778	9.392914899e-05	1
779	9.38490995e-05	1
780	9.340058321e-05	1
781	9.319388051e-05	1
782	9.299907809e-05	1
783	9.263375825e-05	1
784	9.245827373e-05	1
785	9.216644018e-05	1
786	9.207982302e-05	1
787	9.203407634e-05	1
788	9.189570405e-05	1
789	9.140749995e-05	1
790	9.126077706e-05	1
791	9.111351164e-05	1
792	9.0982419e-05	1
793	9.082594135e-05	1
794	9.037387212e-05	1
795	9.034492596e-05	1
796	9.000249274e-05	1
797	8.997002325e-05	1
798	8.982969576e-05	1
799	8.930168579e-05	1
800	8.927233764e-05	1
801	8.927187076e-05	1
802	8.922526441e-05	1
803	8.912362764e-05	1
804	8.907034705e-05	1
805	8.889676416e-05	1
806	8.871934323e-05	1
807	8.87192751e-05	1
808	8.854307543e-05	1
809	8.84695394e-05	1
810	8.818264213e-05	1
811	8.789635586e-05	1
812	8.77303649e-05	1
813	8.768272744e-05	1
814	8.72150665e-05	1
815	8.719004822e-05	1
816	8.69409726e-05	1
817	8.68095823e-05	1
818	8.678349634e-05	1
819	8.662737522e-05	1
820	8.650994609e-05	1
821	8.635957567e-05	1
822	8.62161301e-05	1
823	8.606130575e-05	1
824	8.569156845e-05	1
825	8.564703603e-05	1
826	8.561532629e-05	1
827	8.542866692e-05	1
828	8.516318607e-05	1
829	8.492283859e-05	1
830	8.463675023e-05	1
831	8.437551442e-05	1
832	8.429259621e-05	1
833	8.403324302e-05	1
834	8.343867348e-05	1
835	8.330100276e-05	1
836	8.326734157e-05	1
837	8.300574716e-05	1
838	8.290303237e-05	1
839	8.290297453e-05	1
840	8.279417324e-05	1
841	8.277223443e-05	1
842	8.266507225e-05	1
843	8.257915389e-05	1
844	8.253515439e-05	1
845	8.230540318e-05	1
846	8.225350264e-05	1
847	8.218578281e-05	1
848	8.218573157e-05	1
849	8.163942368e-05	1
850	8.139874544e-05	1
851	8.134063732e-05	1
852	8.12786367e-05	1
